representation,clustering_method,seed,params,clustering_time_s,error,n_clusters,noise_count,noise_ratio,silhouette,calinski_harabasz,davies_bouldin,silhouette_all,calinski_harabasz_all,davies_bouldin_all,inertia,bic,aic,stage_dir,parameter_value,parameter_type,parameter_note
word2vec,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 1e-05}",1.904,,10,0,0.0,0.3167880773544311,883.8786367034375,3.559176805590026,,,,,-5762807.997809382,-5771707.154098352,primary_k_sensitivity_seed789,10,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 10, ""reg_covar"": 1e-06}",1.987,,10,0,0.0,0.3167909681797027,883.8827579062727,3.558899940458713,,,,,-7820038.848822493,-7828938.005111463,primary_k_sensitivity_seed789,10,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 0.0001}",2.805,,20,0,0.0,0.3965966403484344,921.3414041799856,2.87859222504416,,,,,-4301779.066445408,-4319586.198801633,primary_k_sensitivity_seed789,20,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 0.001}",3.093,,20,0,0.0,0.3982433676719665,927.8015803225284,2.881419225182833,,,,,-2150241.7417354174,-2168048.874091642,primary_k_sensitivity_seed789,20,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 1e-05}",2.607,,20,0,0.0,0.3932641148567199,913.8649977660305,2.879631130326765,,,,,-6455873.6377245085,-6473680.770080733,primary_k_sensitivity_seed789,20,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 20, ""reg_covar"": 1e-06}",3.462,,20,0,0.0,0.3932641148567199,913.8649977660305,2.879631130326765,,,,,-8426906.485542467,-8444713.617898691,primary_k_sensitivity_seed789,20,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 0.0001}",8.985,,50,0,0.0,0.5461373329162598,1049.5314833654468,2.525825602949938,,,,,-5982071.613011703,-6026602.67356969,primary_k_sensitivity_seed789,50,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 0.001}",9.052,,50,0,0.0,0.5463098883628845,1050.894212508799,2.526106325313726,,,,,-3702951.82874502,-3747482.889303007,primary_k_sensitivity_seed789,50,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 1e-05}",8.036,,50,0,0.0,0.5437216758728027,1043.4093129032483,2.517117198524566,,,,,-8302658.52470793,-8347189.585265918,primary_k_sensitivity_seed789,50,n_components,Explicit k/n_components sensitivity value.
word2vec,gmm,789,"{""covariance_type"": ""diag"", ""n_components"": 50, ""reg_covar"": 1e-06}",9.766,,50,0,0.0,0.542625367641449,1038.903358324866,2.5070404324310034,,,,,-11023283.975725278,-11067815.036283266,primary_k_sensitivity_seed789,50,n_components,Explicit k/n_components sensitivity value.
